cpnd,dates,slope,r2,ChemFormula,O_C_ratio,RT1,RT2,Retention_index,d_alkane_RTI,Func_group_cat,Func_Group_Cat_3,Haofei_cat,Cstar_Cat,RI_transform,inverse_slope,inverse_slope_rinorm,log,inverse_slope_risub
pentadecanone,12/1/2020,0.000554838,0.977336414,C15H30O,NA,42.95210491,0.947756575,1726,1726.829268,Ketone,Ketone,NA,CHO,1071.312716,1802.32681,1.682353605,0.225917283,731.0140939
C10 diacid (sebacic acid),12/1/2020,0.00017132,0.996380545,C10H18O4,0.4,48.70166185,0.93778019,1922,1922.147651,Acid,Acid,NA,CHO,3596.131587,5837.046403,1.623145945,0.210357571,2240.914816
retene,12/1/2020,0.000231213,0.999145118,C18H18,NA,57.64964783,1.047520425,2267,2267.741935,PAH,Arom,NA,CH,2790.134951,4325.014433,1.550109407,0.190362352,1534.879482
ketopinic acid,12/1/2020,0.002049011,0.985390503,C10H14O3,0.3,36.55524684,1.326859205,1530,1530.054645,Acid,Acid,NA,CHO,316.2829899,488.0402419,1.543049287,0.188379798,171.7572521
C28,12/1/2020,0.00037892,0.986404883,C28H58,0,70.13875167,0.57863033,2852,2852.525253,Alkane,Alkane,NA,CH,1727.314073,2639.080328,1.527852038,0.184081298,911.7662546
pinic acid 1,12/1/2020,0.000790084,0.982573152,C9H14O4,NA,41.8859619,0.967709345,1692,1692.682927,Acid,Acid,NA,CHO,866.9078619,1265.688276,1.460003227,0.164353816,398.780414
benzophenone,12/1/2020,0.00096221,0.885955206,C13H10O,0.076923077,41.01020157,1.17721343,1664,1664.634146,PAH,Arom,NA,CHO,728.5310573,1039.274039,1.426533609,0.154282008,310.7429815
C30,12/1/2020,0.000482668,0.979444327,C30H62,0,73.94640527,0.5985831,3058,3058.064516,Alkane,Alkane,NA,CH,1459.400081,2071.816025,1.419635406,0.152176822,612.4159448
"hexadecanol, TMS",12/1/2020,0.000203898,0.998343614,C13H35O,0.076923077,50.60548866,0.528748405,1989,1989.261745,Alcohol,Alcohol,NA,CHO,3505.887576,4904.404185,1.39890515,0.145788269,1398.516609
"eicosanol, TMS",12/1/2020,0.000291551,0.974468464,C20H42O,0,60.54346457,0.548701175,2390,2390.322581,Alcohol,Alcohol,NA,CHO,2523.31581,3429.934227,1.359296452,0.133314183,906.6184168
C23,12/1/2020,0.000285799,0.998260178,C23H48,0,59.40116849,0.548701175,2341,2341.935484,Alkane,Alkane,NA,CH,2625.447227,3498.9631,1.332711267,0.124736069,873.5158727
C22,12/1/2020,0.000262831,0.99918176,C22H46,0,56.96427018,0.53872479,2238,2238.709677,Alkane,Alkane,NA,CH,2857.355125,3804.725191,1.33155489,0.124359074,947.3700654
4-nitrocatechol,12/1/2020,0.000538627,0.970526167,C6H5NO4,0.666666667,44.28478367,1.566292445,1769,1769.512195,Cat,Cat,NA,CHON,1395.871402,1856.570846,1.330044331,0.123866116,460.6994434
syringic acid,12/1/2020,0.000207359,0.993780451,C9H10O5,NA,48.77781493,0.87792188,1924,1924.832215,Acid,Acid,NA,CHO,3656.487567,4822.547413,1.31890163,0.120212405,1166.059847
C31,12/1/2020,0.0005783,0.978954801,C31H64,0,75.73600247,0.61853587,3159,3159.139785,Alkane,Alkane,NA,CH,1343.319416,1729.206309,1.287263691,0.109667519,385.8868931
C12 diacid,12/1/2020,0.000247918,0.980268676,C12H22O4,0.333333333,53.99430037,0.907851035,2120,2120,Acid,Acid,NA,CHO,3149.483121,4033.595075,1.280716524,0.107453013,884.1119544
pyrene,12/1/2020,0.00025906,0.998091335,C10H16,NA,55.32697913,1.21711897,2171,2171.851852,PAH,Arom,NA,CH,3018.378698,3860.112836,1.278869626,0.106826273,841.7341383
C16,12/1/2020,0.001376647,0.979330269,C16H34,0,39.82982895,0.488842865,1626,1626.829268,Alkane,Alkane,NA,CH,576.3067165,726.4028032,1.260444798,0.10052383,150.0960866
C29,12/1/2020,0.000503808,0.98576522,C29H60,0,72.08065501,0.588606715,2955,2955.555556,Alkane,Alkane,NA,CH,1587.376724,1984.882451,1.250416754,0.097054784,397.5057263
C14 Diacid,12/1/2020,0.000299104,0.959475444,C14H26O4,0.285714286,58.83002045,0.887898265,2317,2317.741935,Acid,Acid,NA,CHO,2678.052802,3343.319648,1.248414387,0.096358765,665.2668457
C17,12/1/2020,0.000746883,0.971037875,C17H36,0,43.06633451,0.488842865,1730,1730.487805,Alkane,Alkane,NA,CH,1095.890926,1338.897658,1.221743539,0.086980051,243.0067323
galactosan,12/1/2020,0.001038973,0.920260661,C6H10O5,0.833333333,41.61942614,0.83801634,1684,1684.146341,Sugar,Sugar,NA,CHO,822.2182457,962.4886301,1.170599941,0.068408498,140.2703844
C21,12/1/2020,0.000275353,0.998228039,C21H44,0,54.4512188,0.51877202,2137,2137.777778,Alkane,Alkane,NA,CH,3103.903686,3631.70547,1.170044511,0.068202384,527.8017842
a-Amyrin,12/1/2020,0.000835185,0.994116187,C30H50O,0.033333333,81.14287059,1.05749681,3479,3479.120879,Sesq,Sesq,NA,CHO,1033.301721,1197.339596,1.158751187,0.063990192,164.0378748
FAME18 (Methyl Stearate),12/1/2020,0.000283878,0.995786221,C19H38O2,0.105263158,55.06044338,0.71829972,2161,2161.481481,Acid,Acid,NA,CHO,3044.155541,3522.645814,1.157183254,0.06340214,478.4902731
C20,12/1/2020,0.000261757,0.997253168,C20H42,0,51.78586128,0.51877202,2034,2034.074074,Alkane,Alkane,NA,CH,3379.398078,3820.338198,1.130478893,0.053262458,440.94012
dibenz(ah)anthracene,12/1/2020,0.000732768,0.970746034,C22H14,0,77.79213542,1.51641052,3280,3280.45977,PAH,Arom,NA,CH,1216.114985,1364.688654,1.122170741,0.050058941,148.573669
C32,12/1/2020,0.000729117,0.982428373,C32H66,0,77.44944659,0.628512255,3259,3259.770115,Alkane,Alkane,NA,CH,1236.923015,1371.522827,1.108818261,0.04486037,134.599812
FAME16 (Methyl Palmitate),12/1/2020,0.000251172,0.995050791,C17H34O2,0.117647059,49.69165179,0.728276105,1957,1957.04698,Acid,Acid,NA,CHO,3599.733544,3981.332682,1.106007607,0.043758114,381.5991385
C19,12/1/2020,0.000250681,0.997630484,C19H40,0,49.04435068,0.508795635,1934,1934.228188,Alkane,Alkane,NA,CH,3667.723745,3989.139327,1.087633531,0.036482588,321.4155821
pinonic acid,12/1/2020,0.002583604,0.9413118,C10H16O3,NA,37.27870103,1.466528595,1550,1550.819672,Acid,Acid,NA,CHO,359.7396293,387.0561758,1.075934216,0.031785719,27.31654655
"homosalate, TMS",12/1/2020,0.000279962,0.971215621,C16H22O3,0.1875,52.31893278,0.927803805,2054,2054.814815,Misc,Misc,NA,CHO,3322.409267,3571.908289,1.075095812,0.03144717,249.499022
C24 acid,12/1/2020,0.000571063,0.958241626,C24H48O2,0.083333333,70.78605278,0.69834695,2886,2886.868687,Acid,Acid,NA,CHO,1679.348679,1751.121602,1.042738547,0.018175429,71.77292296
C18,12/1/2020,0.000478701,0.964510759,C18H38,0,46.1124574,0.49881925,1830,1830.872483,Alkane,Alkane,NA,CH,2042.046859,2088.985551,1.022986099,0.009869732,46.93869185
C33,12/1/2020,0.000874724,0.980819144,C33H38,0,79.16289072,0.63848864,3363,3363.218391,Alkane,Alkane,NA,CH,1136.324885,1143.218139,1.00606627,0.002626589,6.893253134
pinic acid 2,12/1/2020,0.001113121,0.972289992,C9H14O4,NA,42.03826804,0.97768573,1697,1697.560976,Acid,Acid,NA,CHO,893.5270448,898.3747071,1.005425311,0.002349814,4.847662266
C24,12/1/2020,0.000422914,0.994967377,C24H50,0,61.72383719,0.548701175,2443,2443.859649,Alkane,Alkane,NA,CH,2414.937577,2364.547695,0.979134085,-0.009157831,-50.3898817
C25,12/1/2020,0.000463561,0.998826505,C25H52,0,63.93227628,0.55867756,2545,2545.614035,Alkane,Alkane,NA,CH,2221.615962,2157.214827,0.971011581,-0.012775591,-64.40113547
C27,12/1/2020,0.000549243,0.998452093,C27H56,0,68.15877179,0.568653945,2750,2750.943396,Alkane,Alkane,NA,CH,1877.35668,1820.686304,0.969813741,-0.013311667,-56.67037584
dodecyl benzene,12/1/2020,0.000289207,0.993625229,C18H30,0,48.66358532,0.61853587,1920,1920.805369,Benz,Arom,NA,CH,3566.328232,3457.730711,0.969549207,-0.013430144,-108.5975214
isopimaric acid,12/1/2020,0.00041037,0.991212543,C20H30O2,0.1,60.42923497,0.867945495,2385,2385.483871,Acid,Acid,NA,CHO,2533.347565,2436.826682,0.961899865,-0.016870136,-96.52088349
beta-sitosterol,12/1/2020,0.000957162,0.967988399,C29H50O,0.034482759,79.8863449,0.867945495,3406,3406.593407,Alcohol,Sterol,NA,CHO,1096.618942,1044.75474,0.952705356,-0.021041393,-51.86420215
octadecanone,12/1/2020,0.000311953,0.988271957,C18H36O,0.055555556,51.7097082,0.847992725,2031,2031.111111,Ketone,Ketone,NA,CHO,3387.618746,3205.61458,0.946273716,-0.023983223,-182.0041658
squalene,12/1/2020,0.000637074,0.924611665,C30H50,NA,70.44336395,0.5985831,2868,2868.686869,Misc,Terpene,NA,CH,1704.573816,1569.676988,0.920861844,-0.035805522,-134.8968283
chrysene,12/1/2020,0.000497541,0.997546711,C18H12,0,63.627664,1.29693005,2531,2531.578947,PAH,PAH,NA,CH,2247.331729,2009.88638,0.894343436,-0.048495676,-237.4453491
"beta-caryophyllinic acid, TMS",12/1/2020,0.000352579,0.935980069,C14H22O4,NA,52.47123893,0.927803805,2060,2060.740741,Acid,Acid,NA,CHO,3306.30398,2836.240979,0.857828257,-0.066599652,-470.0630013
abietic acid,12/1/2020,0.000510259,0.990097628,C20H30O2,0.1,62.2569087,0.83801634,2468,2468.421053,Acid,Acid,NA,CHO,2366.786404,1959.790056,0.828038412,-0.081949516,-406.9963475
C35,12/1/2020,0.001260383,0.992469678,C35H72,0,82.6278555,0.71829972,3564,3564.835165,Alkane,Alkane,NA,CH,963.1689083,793.409601,0.823749183,-0.084205003,-169.7593073
"4, 4 dimethoxy-benzophenone",12/1/2020,0.000459083,0.973522571,C15H14O3,0.2,58.25887241,1.446575825,2293,2293.548387,Ketone,Ketone,NA,CHO,2731.712422,2178.255501,0.797395613,-0.098326158,-553.4569212
C22 acid,12/1/2020,0.000660576,0.991461241,C22H44O2,0.090909091,66.82609303,0.688370565,2684,2684.90566,Acid,Acid,NA,CHO,1981.820189,1513.829983,0.763858393,-0.116987145,-467.9902051
"beta-caryophyllonic acid, TMS",12/1/2020,0.000358029,0.980076898,C15H24O3,NA,48.96819761,1.326859205,1931,1931.543624,Acid,Acid,NA,CHO,3675.806554,2793.067332,0.759851557,-0.119271242,-882.7392216
C26 acid,12/1/2020,0.000925425,0.969994691,C26H52O2,0.076923077,74.47947678,0.71829972,3088,3088.172043,Acid,Acid,NA,CHO,1423.811279,1080.584728,0.758938171,-0.119793604,-343.2265508
maltol,12/1/2020,0.016978003,0.995661923,C6H6O3,0.5,28.33071505,1.09740235,1316,1316.427025,Alcohol,Alcohol,NA,CHO,84.11173608,58.89974119,0.700255921,-0.154743211,-25.21199489
C17 acid,12/1/2020,0.00049405,0.972938227,C17H34O2,0.117647059,55.47928528,0.668417795,2177,2177.777778,Acid,Acid,NA,CHO,3003.747191,2024.088184,0.673854374,-0.171433948,-979.659007
levoglucosan,12/1/2020,0.001406294,0.995088733,C6H10O5,0.833333333,42.95210491,0.847992725,1726,1726.829268,Sugar,Sugar,NA,CHO,1071.312716,711.0888102,0.663754662,-0.177992415,-360.2239059
xanthone,12/1/2020,0.00048545,0.979101193,C13H8O2,NA,48.24474342,1.37674113,1906,1906.040268,Ketone,Ketone,NA,CHO,3254.351208,2059.94617,0.632982133,-0.198608548,-1194.405037
"linoleic Acid, TMS",12/1/2020,0.000564284,0.967416713,C18H32O2,0.111111111,57.11657633,0.69834695,2245,2245.16129,Acid,Acid,NA,CHO,2842.27871,1772.1582,0.623499094,-0.205164173,-1070.120509
C26,12/1/2020,0.000788446,0.996220742,C26H54,0,66.10263884,0.568653945,2649,2649.056604,Alkane,Alkane,NA,CH,2040.942958,1268.317649,0.621437088,-0.206602831,-772.6253092
C28 acid,12/1/2020,0.001377992,0.986831733,C28H56O2,0.071428571,77.9825181,0.73825249,3291,3291.954023,Acid,Acid,NA,CHO,1204.7066,725.6935423,0.602381976,-0.220128031,-479.0130578
palmitoleic Acid,12/1/2020,0.000518672,0.991793203,C16H30O2,NA,52.35700932,0.708323335,2056,2056.296296,Acid,Acid,NA,CHO,3318.375606,1928.002391,0.581007884,-0.235817974,-1390.373216
sinapinaldehyde,12/1/2020,0.000513836,0.997369555,C11H12O4,NA,51.74778474,1.53636329,2032,2032.592593,Aldehyde,Aldehyde,NA,CHO,3383.505914,1946.14759,0.575186697,-0.240191167,-1437.358323
anthraquinone,12/1/2020,0.000528608,0.993371308,C14H8O2,0.142857143,51.36701938,1.446575825,2017,2017.777778,PAH,Arom,NA,CHO,3424.859924,1891.761105,0.552361599,-0.257776522,-1533.09882
verbenone (-),12/1/2020,0.03552559,0.977867323,C10H14O,NA,25.09420948,2.065111695,1237,1237.171543,Ketone,Ketone,NA,CHO,51.45780328,28.14872328,0.547025358,-0.261992541,-23.30908
monopalmitin,12/1/2020,0.000886548,0.999739495,C19H38O4,0.210526316,65.68379694,0.748228875,2628,2628.301887,Alcohol,Alcohol,NA,CHO,2075.974752,1127.971008,0.543345244,-0.26492413,-948.0037438
"12-OH C18 Acid, TMS",12/1/2020,0.000824264,0.999751594,C18H36O3,0.166666667,62.29498523,0.69834695,2470,2470.175439,Acid,Acid,LOOA,CHO,2363.384001,1213.203581,0.513333246,-0.289600608,-1150.18042
"2-Ketoglutaric acid, tri-TMS",12/1/2020,0.003599309,0.818720459,C5H6O5,1,39.90598202,0.7981108,1629,1629.268293,Acid,Acid,MOOA,CHO,585.0878272,277.8311339,0.474853724,-0.323440151,-307.2566933
"16-OH C16 Acid, TMS",12/1/2020,0.000864334,0.970926876,C16H32O3,0.1875,61.4192249,0.688370565,2429,2429.824561,Acid,Acid,LOOA,CHO,2442.89109,1156.960421,0.473602948,-0.324585603,-1285.930669
beta-nocaryophyllone aldehyde,12/1/2020,0.001765446,0.876134204,C14H22O3,NA,43.90401831,0.269362395,1757,1757.317073,Aldehyde,Aldehyde,NA,CHO,1294.221201,566.4289787,0.437660099,-0.358863046,-727.7922222
octadecanal (?),12/1/2020,0.000889183,0.92919908,C18H36O,0.055555556,52.35700932,0.867945495,2056,2056.296296,Aldehyde,Aldehyde,NA,CHO,3318.375606,1124.627917,0.338909168,-0.469916682,-2193.74769
hexadecanamide,12/1/2020,0.001033437,0.966037909,C16H33NO,0.0625,56.35504561,1.227095355,2212,2212.903226,Amide,Amide,NA,CHON,2918.464744,967.6444235,0.331559401,-0.479438653,-1950.820321
SESQ8,12/1/2020,0.007527874,0.934132724,C15H24,NA,37.92600214,0.49881925,1569,1569.398907,Sesq,Terpene,NA,CH,403.6595299,132.8396386,0.329088325,-0.482687525,-270.8198913
mannosan,12/1/2020,0.004486867,0.964683497,C6H10O5,0.833333333,42.30480379,0.85796911,1706,1706.097561,Sugar,Sugar,NA,CHO,942.0924665,222.8726571,0.236571956,-0.62603674,-719.2198095
"beta-nocaryophyllonic acid, TMS",12/1/2020,0.001555472,0.990538475,C14H22O4,NA,50.49125905,1.725914605,1985,1985.234899,Acid,Acid,NA,CHO,3517.483199,642.891745,0.182770381,-0.738094182,-2874.591454
bisabolol,12/1/2020,0.005635356,0.989044286,C15H26O,0.066666667,44.3228602,0.55867756,1770,1770.731707,Alcohol,Alcohol,NA,CHO,1406.465551,177.4510656,0.126168085,-0.899050488,-1229.014485
monostearin TMS,12/1/2020,0.008449153,0.995626335,C21H42O4,0.19047619,68.92030251,0.708323335,2788,2788.679245,Alcohol,Alcohol,NA,CHO,1820.154468,118.3550627,0.065024735,-1.186921406,-1701.799405
erythreitol,11/27/2020,6.93E-05,0.820044891,C4H10O4,1,36.51717031,0.53872479,1528,1528.961749,Alcohol,Alcohol,NA,CHO,314.147115,14420.43454,45.90344412,1.661845272,14106.28742
threitol,11/27/2020,7.85E-05,0.794174148,C4H10O4,NA,36.25063456,0.528748405,1521,1521.311475,Alcohol,Alcohol,NA,CHO,299.5944409,12744.85306,42.54035229,1.628801082,12445.25862
borneol,11/27/2020,0.000582962,0.873424591,C10H18O,0.1,25.77958713,0.61853587,1254,1254.323789,Alcohol,Alcohol,NA,CHO,57.2315914,1715.378118,29.97257417,1.476724044,1658.146527
4-hydroxybenzoic acid,11/27/2020,5.87E-05,0.821919448,C7H6O3,0.428571429,40.59135967,0.887898265,1651,1651.219512,Acid,Acid,NA,CHO,670.3899284,17031.9852,25.40608753,1.40493779,16361.59527
pyrocatechol,11/27/2020,0.00049163,0.811462264,C6H6O2,NA,29.35878153,0.67839418,1339,1339.689606,Cat,Cat,NA,CHO,97.16145784,2034.051335,20.9347552,1.320867887,1936.889877
nonanol,11/27/2020,0.000571569,0.845406046,C9H20O,0.111111111,28.40686812,0.508795635,1318,1318.150179,Alcohol,Alcohol,NA,CHO,85.01516575,1749.57145,20.57952171,1.313435277,1664.556284
citronellol,11/27/2020,0.000584869,0.810745576,C10H20O,0.1,29.32070499,0.528748405,1338,1338.828029,Alcohol,Alcohol,NA,CHO,96.64382673,1709.78388,17.69159953,1.2477671,1613.140053
SESQ9,11/27/2020,0.000116914,0.774888259,C15H24,NA,39.33483398,1.067473195,1610,1610.97561,Sesq,Terpene,NA,CH,522.3549478,8553.270411,16.37444126,1.21416649,8030.915463
quinoline,11/27/2020,0.001129504,0.959709273,C9H7N,NA,26.73150054,1.09740235,1278,1278.146352,PAH,Arom,NA,CHN,66.34085581,885.3442847,13.34538534,1.125331118,819.0034289
isoeugenol,11/27/2020,0.000196401,0.779506147,C10H12O2,0.2,38.68753286,0.77815803,1591,1591.256831,Alcohol,Alcohol,NA,CHO,462.2430817,5091.622584,11.01503253,1.041985784,4629.379502
SESQ6,11/27/2020,0.00037747,0.763716466,C15H24,NA,35.29872115,0.61853587,1493,1493.989071,Sesq,Terpene,NA,CH,252.9092659,2649.21657,10.47496841,1.020152722,2396.307304
3-5-dimethoxyphenol,11/27/2020,0.000568033,0.999149666,C8H10O3,0.375,36.4029407,0.87792188,1525,1525.68306,Alcohol,Alcohol,NA,CHO,307.8256414,1760.462595,5.719025183,0.757322009,1452.636954
Me-OH-glutatric acid (?),11/27/2020,0.000320725,0.883678697,C6H10O5,0.833333333,39.71559934,0.828039955,1623,1623.170732,Acid,Acid,NA,CHO,563.3815401,3117.937787,5.534327209,0.743064833,2554.556246
verbenone (-),11/27/2020,0.004219302,0.80328169,C10H14O,NA,25.09420948,2.065111695,1237,1237.171543,Ketone,Ketone,NA,CHO,51.45780328,237.0060125,4.605832301,0.663308121,185.5482092
galactosan,11/27/2020,0.000292294,0.805188973,C6H10O5,0.833333333,41.61942614,0.83801634,1684,1684.146341,Sugar,Sugar,NA,CHO,822.2182457,3421.208016,4.160948791,0.619192371,2598.98977
DEET,11/27/2020,0.000515802,0.974147123,C12H17NO,0,38.99214515,1.785772915,1600,1600,Amide,Amide,NA,CHON,487.9917751,1938.728963,3.972872212,0.599104596,1450.737188
C13 acid,11/27/2020,0.000183041,0.957073835,C13H26O2,0.153846154,44.51324288,0.688370565,1776,1776.829268,Acid,Acid,NA,CHO,1460.654662,5463.243134,3.74027022,0.572902979,4002.588472
resorcinol,11/27/2020,0.001986844,0.999682365,C6H6O2,NA,31.98606251,0.728276105,1399,1399.138423,Cat,Cat,NA,CHO,140.464779,503.3108615,3.583181956,0.554268862,362.8460826
C18 Acid,11/27/2020,0.000103044,0.921595619,C18H36O2,0.111111111,57.95426012,0.69834695,2280,2280.645161,Acid,Acid,NA,CHO,2760.769151,9704.634384,3.515192272,0.545949085,6943.865233
ketopinic acid,11/27/2020,0.000959491,0.909992174,C10H14O3,0.3,36.55524684,1.326859205,1530,1530.054645,Acid,Acid,NA,CHO,316.2829899,1042.218987,3.295210368,0.517883145,725.9359974
hydroquinone,11/27/2020,0.001904907,0.959719379,C6H6O2,0.333333333,32.74759324,0.728276105,1420,1420.765027,Benz,Benz,NA,CHO,160.620063,524.959988,3.268333845,0.514326411,364.339925
vanillin,11/27/2020,0.000880833,0.995816038,C8H8O3,NA,37.54523678,1.33683559,1558,1558.469945,Aldehyde,Aldehyde,NA,CHO,377.2138283,1135.289001,3.009669624,0.478518825,758.0751724
vanillic acid,11/27/2020,0.0002204,0.98612632,C8H8O4,NA,44.89400825,0.87792188,1789,1789.02439,Acid,Acid,NA,CHO,1575.376814,4537.199528,2.880072557,0.459403429,2961.822714
syringol,11/27/2020,0.002285219,0.99837945,C8H10O3,NA,32.67144016,0.81806357,1418,1418.579235,Alcohol,Alcohol,NA,CHO,158.4580371,437.5948902,2.761582171,0.44115797,279.136853
syringaldehyde,11/27/2020,0.000357947,0.998362114,C9H10O4,NA,42.95210491,1.326859205,1726,1726.829268,Aldehyde,Aldehyde,NA,CHO,1071.312716,2793.710671,2.607745273,0.416265167,1722.397955
beta-caryophyllene aldehyde,11/27/2020,0.000406504,0.932509265,C15H24O2,NA,42.60941608,1.965347845,1715,1715.853659,Aldehyde,Aldehyde,NA,CHO,1000.836308,2460.001608,2.457946009,0.390572339,1459.165301
p-anisic acid (4-methozybenzoic acid),11/27/2020,0.001227063,0.99357041,C8H8O3,NA,37.05024181,0.967709345,1544,1544.262295,Acid,Acid,NA,CHO,345.4074658,814.9543865,2.359400034,0.372801581,469.5469207
C16 Acid,11/27/2020,0.000130556,0.863291904,C16H32O2,0.125,52.92815736,0.688370565,2078,2078.518519,Acid,Acid,NA,CHO,3258.455028,7659.520529,2.350660194,0.371189853,4401.065502
C9 Diacid (azelaic acid),11/27/2020,0.00021909,0.992289963,C9H16O4,0.444444444,45.88399818,0.947756575,1822,1822.818792,Acid,Acid,NA,CHO,1942.585432,4564.333554,2.349617926,0.370997247,2621.748122
maltol,11/27/2020,0.005061132,0.876509244,C6H6O3,0.5,28.33071505,1.09740235,1316,1316.427025,Alcohol,Alcohol,NA,CHO,84.11173608,197.5842485,2.349068724,0.370895723,113.4725125
octadecanol,11/27/2020,0.000149049,0.996133989,C18H38O,0.055555556,55.8219741,0.548701175,2191,2191.111111,Alcohol,Alcohol,NA,CHO,2971.0851,6709.212873,2.258169203,0.35375648,3738.127773
"beta-nocaryophyllinic acid, TMS",11/27/2020,0.000141687,0.541217246,C13H20O5,NA,54.18468305,1.247048125,2127,2127.407407,Acid,Acid,NA,CHO,3130.41091,7057.794682,2.254590495,0.353067672,3927.383773
lupeol,11/27/2020,0.000486882,0.978884998,C30H50O,0.033333333,81.21902366,1.03754404,3483,3483.516484,Misc,Misc,NA,CHO,1029.583997,2053.886389,1.994870157,0.299914633,1024.302392
a-Amyrin,11/27/2020,0.00050722,0.988686025,C30H50O,0.033333333,81.14287059,1.05749681,3479,3479.120879,Sesq,Sesq,NA,CHO,1033.301721,1971.532862,1.907993398,0.280576868,938.2311412
cholesterol,11/27/2020,0.000411934,0.989356004,C27H46O,0.037037037,76.6117628,0.83801634,3209,3209.195402,Alcohol,Sterol,NA,CHO,1289.298305,2427.575509,1.882865663,0.274819336,1138.277203
gamma dodecalactone,11/27/2020,0.000554285,0.993712284,C12H22O2,0.166666667,42.4190334,1.89551315,1709,1709.756098,Sugar,Sugar,NA,CHO,963.7060869,1804.127253,1.872072074,0.272322565,840.4211657
triacetin,11/27/2020,0.004810255,0.978151732,C9H14O6,NA,30.386848,2.11499362,1362,1362.952186,Misc,Misc,NA,CHO,112.23581,207.889204,1.852253786,0.267700491,95.653394
MBTCA,11/27/2020,0.00038038,0.836911495,C8H12O6,0.75,44.51324288,0.97768573,1776,1776.829268,Acid,Acid,NA,CHO,1460.654662,2628.949647,1.799843395,0.255234719,1168.294985
stigmasterol,11/27/2020,0.0005183,0.975357824,C19H48O,NA,78.85827843,0.85796911,3344,3344.827586,Misc,Sterol,NA,CHO,1153.591051,1929.382941,1.672501654,0.223366556,775.7918895
perylene,11/27/2020,0.000395688,0.990116851,C20H12,NA,72.30911422,1.45655221,2967,2967.676768,PAH,Arom,NA,CH,1571.677313,2527.244983,1.607992278,0.206283959,955.5676703
9H-Florenone,11/27/2020,0.000443458,0.990734073,C13H10,0,44.55131942,1.386717515,1778,1778.04878,Ketone,Ketone,NA,CH,1471.740492,2255.006604,1.532203956,0.185316579,783.2661119
"dimethyl Glutaric Acid, TMS",11/27/2020,0.003289788,0.998851534,C7H12O4,0.571428571,34.00411893,0.89787465,1456,1456.830601,Acid,Acid,NA,CHO,200.8680606,303.9709435,1.513286595,0.179921185,103.1028829
pinonic acid,11/27/2020,0.001866096,0.993914423,C10H16O3,NA,37.27870103,1.466528595,1550,1550.819672,Acid,Acid,NA,CHO,359.7396293,535.8779968,1.489627367,0.173077642,176.1383675
retene,11/27/2020,0.000241131,0.997233907,C18H18,NA,57.64964783,1.047520425,2267,2267.741935,PAH,Arom,NA,CH,2790.134951,4147.124081,1.486352508,0.17212182,1356.98913
C28,11/27/2020,0.000405243,0.99325396,C28H58,0,70.13875167,0.57863033,2852,2852.525253,Alkane,Alkane,NA,CH,1727.314073,2467.653352,1.428607217,0.15491284,740.3392786
"eicosanol, TMS",11/27/2020,0.000278089,0.990065579,C20H42O,0,60.54346457,0.548701175,2390,2390.322581,Alcohol,Alcohol,NA,CHO,2523.31581,3595.972783,1.425098186,0.153844787,1072.656973
C30,11/27/2020,0.00048341,0.976159676,C30H62,0,73.94640527,0.5985831,3058,3058.064516,Alkane,Alkane,NA,CH,1459.400081,2068.635449,1.417456033,0.151509597,609.2353688
C29,11/27/2020,0.000450976,0.982034889,C29H60,0,72.08065501,0.588606715,2955,2955.555556,Alkane,Alkane,NA,CH,1587.376724,2217.411436,1.39690308,0.145166275,630.0347117
"hexadecanol, TMS",11/27/2020,0.000208537,0.99699195,C13H35O,0.076923077,50.60548866,0.528748405,1989,1989.261745,Alcohol,Alcohol,NA,CHO,3505.887576,4795.308705,1.367787358,0.136018585,1289.421129
pentadecanone,11/27/2020,0.000685839,0.993746016,C15H30O,NA,42.95210491,0.947756575,1726,1726.829268,Ketone,Ketone,NA,CHO,1071.312716,1458.068018,1.361010652,0.133861524,386.7553016
C25,11/27/2020,0.000350953,0.991166891,C25H52,0,63.93227628,0.55867756,2545,2545.614035,Alkane,Alkane,NA,CH,2221.615962,2849.38834,1.282574661,0.108082656,627.7723778
C27,11/27/2020,0.000420486,0.981134407,C27H56,0,68.15877179,0.568653945,2750,2750.943396,Alkane,Alkane,NA,CH,1877.35668,2378.202059,1.266782218,0.102701959,500.8453793
4-nitrocatechol,11/27/2020,0.000567461,0.970953057,C6H5NO4,0.666666667,44.28478367,1.566292445,1769,1769.512195,Cat,Cat,NA,CHON,1395.871402,1762.235462,1.262462616,0.101218527,366.3640593
C24,11/27/2020,0.000336455,0.999070462,C24H50,0,61.72383719,0.548701175,2443,2443.859649,Alkane,Alkane,NA,CH,2414.937577,2972.165949,1.23074235,0.090167145,557.2283727
C23,11/27/2020,0.000313382,0.995803957,C23H48,0,59.40116849,0.548701175,2341,2341.935484,Alkane,Alkane,NA,CH,2625.447227,3190.993554,1.21540952,0.084722634,565.5463269
chrysene,11/27/2020,0.00036768,0.973274246,C18H12,0,63.627664,1.29693005,2531,2531.578947,PAH,PAH,NA,CH,2247.331729,2719.754955,1.210215172,0.082862593,472.4232261
benzophenone,11/27/2020,0.00113989,0.943588013,C13H10O,0.076923077,41.01020157,1.17721343,1664,1664.634146,PAH,Arom,NA,CHO,728.5310573,877.2776425,1.204173293,0.080688991,148.7465852
pyrene,11/27/2020,0.000275339,0.999366222,C10H16,NA,55.32697913,1.21711897,2171,2171.851852,PAH,Arom,NA,CH,3018.378698,3631.882183,1.203255968,0.080358025,613.5034855
