Compound.Name,Kovats (d-alkane),Compound.Name_NISTmain,Library.Match.Factor_NISTmain,Library.Reverse.Match.Factor_NISTmain,Library.RI_NISTmain,Library.Formula_NISTmain,Library.Molecular.Weight_NISTmain
20200803_0949_blob_746_,1830.985915,"Eicosanoic acid, 2,3-bis(acetyloxy)propyl ester",642,776,,C27H50O6,470
20200803_0949_blob_990_,2147.692308,"5-(7a-Isopropenyl-4,5-dimethyl-octahydroinden-4-yl)-3-methyl-pent-2-enal",642,732,,C20H32O,288
20200803_0949_blob_1061_,1932.394366,"2,5-Octadecadiynoic acid, methyl ester",642,716,,C19H30O2,290
20200803_1535_blob_767_,2310,"Acetamide, N-[3-(10,11-dihydro-5H-dibenzo[a,d]cyclohepten-5-ylidene)propyl]-2,2,2-trifluoro-N-methyl-",641,712,,C21H20F3NO,359
20200803_1535_blob_891_,1965.277778,"1,4-Bis-(3,3-dimethyl-but-1-ynyl)-2,6,6-trimethyl-cyclohex-2-ene-1,4-diol",640,646,,C21H32O2,316
20200803_1535_blob_828_,2298.333333,"Azuleno[4,5-b]furan-2(3H)-one, 9a-[(acetyloxy)methyl]decahydro-6a,9-dihydroxy-6-methyl-3-methylene-, [3aS-(3a?§,6??,6a?§,9??,9a??,9b?§)]-",639,659,,C17H24O6,324
20200803_1535_blob_708_,2158.778626,"Androsta-1,4,6-triene-3,17-dione",638,662,,C19H22O2,282
20200803_1535_blob_1088_,1829.166667,"d-Allo-dec-2-enonic acid, 5,8-anhydro-2,3,4,9-tetradeoxy-8-C-(hydroxymethyl)-3-methyl-7,8-O-(1-methylethylidene)-, methyl ester, 10-acetate, (E)-",638,640,,C18H28O8,372
20200803_1535_blob_864_,2463.063063,"Cholan-24-oic acid, 3-oxo-, methyl ester, (5?§)-",637,682,,C25H40O3,388
20200803_1535_blob_1239_,1764.556962,"1,4-Benzenediol, 2,6-bis(1,1-dimethylethyl)-",637,680,,C14H22O2,222
20200803_0949_blob_911_,1963.380282,"Cyclohexylamine, N-(2-chlorocyclopentylidene)-, N-oxide",637,700,,C11H18ClNO,215
20200803_0949_blob_1011_,1845.070423,"1-Cyclopenten-3-one, 1-(3-methoxy-1-(E)-octenyl)-2-trimethylsilyl-",637,672,,C17H30O2Si,294
20200803_1535_blob_1039_,2298.333333,"2(1H)-Quinolinone, 4-phenyl-",636,697,,C15H11NO,221
20200803_1535_blob_959_,2571.171171,"1-Hydroxy-2-(2,3,4,6-tetra-O-acetyl-beta-d-glucopyranosyl)-9H-xanthene-3,6,7-triyl triacetate",635,635,,C33H34O18,718
20200803_0949_blob_796_,2463.636364,"Thiourea, 1-(2-chlorophenyl)-3-(pyridin-3-yl)-",635,672,,C12H10ClN3S,263
20200803_0949_blob_1055_,1595.454545,"?§-D-Glucopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",635,649,,C14H31BO6Si2,362
20200803_1535_blob_995_,2184.732824,"1,1'-Biphenyl, 2,2'-dimethyl-6,6'-dinitro-",634,665,,C14H12N2O4,272
20200803_1535_blob_1163_,1884.722222,"1,3-Xylyl-18-crown-5, 2-(9-borabicyclo[3.3.1]non-9-yl)-",634,646,,C24H37BO5,416
20200803_1535_blob_1257_,1769.620253,"3-Hydroxy-2,5,5,8a-tetramethyl-3,4,4a,5,6,7,8,8a-octahydronaphthalene-1-carboxylic acid, 2-trimethylsilylethyl ester",634,649,,C20H36O3Si,352
20200803_0949_blob_1047_,2456.363636,"Benzoic acid, tetradecyl ester",634,763,2447,C21H34O2,318
20200803_1535_blob_745_,1440.677966,"1,3-Diisobutyrin, TMS derivative",633,697,,C14H28O5Si,304
20200803_1535_blob_796_,2381.666667,"Pyrene, 1,3-dimethyl-",633,862,,C18H14,230
20200803_1535_blob_1043_,2310,"4,4,6a,6b,8a,11,12,14b-Octamethyl-docosahydropicene-3,13-diol",633,670,,C30H52O2,444
20200803_0949_blob_635_,1995.774648,"[1-(3,3-Dimethyloxiran-2-ylmethyl)-3,7-dimethylocta-2,6-dienyl]trimethylsilane",633,690,,C18H34OSi,294
20200803_0949_blob_699_,2107.692308,"1-Butanol, 4-(hexyloxy)-",633,804,,C10H22O2,174
20200803_0949_blob_1089_,1949.295775,"Octasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15-hexadecamethyl-",633,720,,C16H50O7Si8,578
20200803_1535_blob_679_,1919.444444,"Quinazoline, 4-ethyl-, 1-oxide",632,784,,C10H10N2O,174
20200803_1535_blob_825_,2278.333333,"Anthiaergosta-5,7,9-trien-3-one",632,678,,C28H42O,394
20200803_1535_blob_1177_,1744.303797,"Heptasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13-tetradecamethyl-",632,671,,C14H44O6Si7,504
20200803_0949_blob_1105_,1791.139241,"19-Norandrosterone, 2TMS derivative",632,657,,C24H44O2Si2,420
20200803_1535_blob_63_,1995.833333,"Butylparaben, TBDMS derivative",631,646,2022,C17H28O3Si,308
20200803_1535_blob_646_,1918.055556,"1-[3-Amino-4-(pyridin-4-yl)-5H,6H,7H,8H-thieno[2,3-b]quinolin-2-yl]ethanone",631,633,,C18H17N3OS,323
20200803_1535_blob_765_,1800,"2-(2-Azepan-1-yl-2-oxoethyl)-1-hydroxy-1-phenyl-octahydro-pyrido[1,2-a]azepin-4-one",631,636,,C24H34N2O3,398
20200803_1535_blob_983_,2186.259542,"1H-Pyrrole-3-propanoic acid, 5-carboxy-2-ethoxycarbonyl-4-ethoxycarbonylmethyl-, ethyl ester",631,634,,C17H23NO8,369
20200803_0949_blob_1474_,2658.252427,"cyclopent[hi]aceanthrylene-2,7-dione, 1,6-dihydro-",631,830,,C18H10O2,258
20200803_1535_blob_841_,2210,"Tricyclo[9.2.2.2(4,7)]heptadeca-1(14),2,4(17),5,7(16),11(15),12-heptaene",629,776,,C17H16,220
20200803_1535_blob_1124_oil,2784.466019,"2,2-Dimethyl-6-methylene-1-[3,5-dihydroxy-1-pentenyl]cyclohexan-1-perhydrol",629,760,,C14H24O4,256
20200803_1535_blob_1031_,1805.555556,"1-(3-Hydroxypropyl)-5,5,8a-trimethyldecahydronaphthalen-2-ol",628,656,,C16H30O2,254
20200803_0949_blob_808_,2058.461538,"Dodecanoic acid, 3-hydroxy-",628,641,,C12H24O3,216
20200803_0949_blob_1772_,2093.846154,"3,5-Dihydroxy-3-methyl-pentanamide, N-benzhydryl-",628,630,,C19H23NO3,313
20200803_1535_blob_793_,2350,E-8-Methyl-9-tetradecen-1-ol acetate,627,773,,C17H32O2,268
20200803_1535_blob_1047_,2376.666667,"Acetamide, N-[2-(3-ethyl-1-methyl-9H-carbazol-2-yl)ethyl]-N-methyl-",627,660,,C20H24N2O,308
20200803_0949_blob_1340_,1615.189873,"Thieno[2,3-b]quinolin-3-amine, 5,6,7,8-tetrahydro-2-octylsulfonyl-",627,661,,C19H28N2O2S2,380
20200803_0949_blob_1004_,2012.307692,"Methyl glycocholate, 3TMS derivative",626,660,,C36H69NO6Si3,695
20200803_1535_blob_673_,1991.666667,"N,N'-Dicyclohexyl-phthalamide",625,643,,C20H28N2O2,328
20200803_1535_blob_787_,2386.666667,"1,4-Hexadien-3-one, 5-methyl-1-[2,6,6-trimethyl-2,4-cyclohexadien-1-yl]-",625,716,,C16H22O,230
20200803_1535_blob_998_,2109.923664,"2,3-Dimethyl-1,4,4a,9a-tetrahydroanthracene-9,10-dione",625,651,,C16H16O2,240
20200803_0949_blob_1072_,2018.461538,"2-Cyclohexene-1-carboxylic acid, 1,3-dimethyl-2-(3-methyl-7-oxo-1,3-octadienyl)-4-oxo-, methyl ester, (+)-",624,647,,C19H26O4,318
20200803_1535_blob_1000_,1875,Melezitose,623,666,,C18H32O16,504
20200803_0949_blob_663_,1726.582278,"Furo[3,2-c]quinoline, 2,3-dihydro-2,4-dimethyl-",623,676,,C13H13NO,199
20200803_0949_blob_980_,1971.830986,"Acetamide, N-methyl-N-[4-[2-acetoxymethyl-1-pyrrolidyl]-2-butynyl]-",623,649,,C14H22N2O3,266
20200803_0949_blob_1451_,1933.802817,"4-Butylbenzoic acid, 2-bromo-4-fluorophenyl ester",623,662,,C17H16BrFO2,350
20200803_0949_blob_835_,2175.384615,"Octasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15-hexadecamethyl-",621,662,,C16H50O7Si8,578
20200803_0949_blob_1168_,1593.181818,"p-Hydroxydiisopropylbenzene, TMS derivative",621,649,,C15H26OSi,250
20200803_0949_blob_958_,1922.535211,"Acetic acid, 17-(1-acetoxy-ethyl)-10,13-dimethyl-3-oxo-2,3,8,9,10,11,12,13,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-11-yl (ester)",619,620,,C25H34O5,414
20200803_1535_blob_791_,2386.666667,"Pregnan-20-one, 3,17-dihydroxy-16-methyl-, (3??,5??,16?§)-",618,626,,C22H36O3,348
20200803_1535_blob_871_,2143.51145,"1H-Indazole-5-carboxylic acid, 4,5,6,7-tetrahydro-3,6-dihydroxy-6-methyl-4-phenyl-, methyl ester",618,688,,C16H18N2O4,302
20200803_0949_blob_753_oil,2518.181818,"Propanoic acid, 2-(3-acetoxy-4,4,14-trimethylandrost-8-en-17-yl)-",618,624,,C27H42O4,430
20200803_1535_blob_641_,1990.277778,"Octadecane, 3-ethyl-5-(2-ethylbutyl)-",617,617,,C26H54,366
20200803_0949_blob_805_,2268.907563,"2-methylidene-6,10,14-trimethylpen2-methylidene-6,10,14-trimethylpentadecanoic acid silylated",617,664,,C22H44O2Si,368
20200803_0949_blob_993_,1845.070423,"9-Octadecenoic acid, (2-phenyl-1,3-dioxolan-4-yl)methyl ester, trans-",617,627,,C28H44O4,444
20200803_0949_blob_1294_,2060,"5,6-Epoxyretinoic acid, (All E)-, TMS derivative",617,627,,C23H36O3Si,388
20200803_0949_blob_1140_,1641.772152,"12-Oxatetracyclo[5.2.1.1(2,6).1(8,11)]dodecan-3-ol-10-one acetate",616,633,,C13H16O4,236
20200803_1535_blob_986_,1938.888889,"?§-l-Galactopyranoside, methyl 6-deoxy-2-O-(trimethylsilyl)-, cyclic butylboronate",615,670,,C14H29BO5Si,316
20200803_1535_blob_1130_,2283.333333,"Azuleno[4,5-b]furan-2(3H)-one, 9a-[(acetyloxy)methyl]decahydro-6a,9-dihydroxy-6-methyl-3-methylene-, [3aS-(3a?§,6??,6a?§,9??,9a??,9b?§)]-",615,643,,C17H24O6,324
20200803_0949_blob_1815_,2092.307692,"2-[4-methyl-6-(2,6,6-trimethylcyclohex-1-enyl)hexa-1,3,5-trienyl]cyclohex-1-en-1-carboxaldehyde",615,616,,C23H32O,324
20200803_1535_blob_1157_,2004.580153,"Cycloisolongifolene, 8-chloro-8,9-dehydro-",614,693,,C15H21Cl,236
20200803_1535_blob_1375_,1772.151899,2-Myristynoyl pantetheine,614,626,,C25H44N2O5S,484
20200803_0949_blob_929_,1926.760563,"3-Hydroxy-7-isopropenyl-1,4a-dimethyl-2,3,4,4a,5,6,7,8-octahydro-2-naphthalenyl acetate, TBDMS derivative",614,634,,C23H40O3Si,392
20200803_0949_blob_952_,1966.197183,1-Methoxy-3-(trimethylsilyloxymethyl)nonane,614,669,,C14H32O2Si,260
20200803_1535_blob_706_,2443.243243,"3,6-Dichloro-1,2,4,5-benzenetetramethanol",613,629,,C10H12Cl2O4,266
20200803_0949_blob_1672_,2184.615385,"(6-Isopropyl-4-methoxy-3-methylthio-2,4,6-cycloheptatrienylidene)malononitrile",613,632,,C15H16N2OS,272
20200803_1535_blob_1118_,1856.944444,"Curan-17-oic acid, 19-(acetyloxy)-2,16-didehydro-20-hydroxy-, methyl ester, (19S)-",612,650,,C22H26N2O5,398
20200803_0949_blob_960_,2015.384615,"Linolool oxide, (Z)-, TMS derivative",611,813,,C13H26O2Si,242
20200803_1535_blob_872_,2477.477477,"Pyrene, 1,3-dimethyl-",610,841,,C18H14,230
20200803_1535_blob_927_,1718.987342,"Cyclooctasiloxane, hexadecamethyl-",610,770,1704,C16H48O8Si8,592
20200803_1535_blob_664_,1869.444444,"6H-Benzo[b]naphtho[2,3-h]carbazole",609,707,,C24H15N,317
20200803_1535_blob_716_,1800,"2-(2-Azepan-1-yl-2-oxoethyl)-1-hydroxy-1-phenyl-octahydro-pyrido[1,2-a]azepin-4-one",609,614,,C24H34N2O3,398
20200803_0949_blob_786_,1901.408451,trans-2-Hexadecenoic acid,609,658,,C16H30O2,254
20200803_0949_blob_1098_,2496.363636,"Octadecanal, 2-bromo-",609,610,,C18H35BrO,346
20200803_0949_blob_966_,2087.692308,"[1-(3,3-Dimethyloxiran-2-ylmethyl)-3,7-dimethylocta-2,6-dienyl]trimethylsilane",608,668,,C18H34OSi,294
20200803_1535_blob_1023_,2316.666667,"Naphtho[3,4:2,3]bornene",607,645,,C18H20,236
20200803_0949_blob_1462_,1922.535211,"Aniline, 2TMS derivative",607,711,,C12H23NSi2,237
20200803_1535_blob_770_,2393.333333,"1H-Pyrano[3,4-c]pyridine-5-carbonitrile, 3,4,6,7-tetrahydro-3,3-dimethyl-8-(1-piperazinyl)-6-thioxo-",606,632,,C15H20N4OS,304
20200803_0949_blob_1433_,1926.760563,"??-Carboline, 1-methyl-7-(methylamino)formyloxy-",606,652,,C14H13N3O2,255
20200803_1535_blob_1057_,1820.833333,"3-[3-Bromophenyl]-7-chloro-3,4-dihydro-10-hydroxy-1,9(2H,10H)-acridinedione",605,695,,C19H13BrClNO3,417
20200803_1535_blob_1193_,1639.240506,"10-t-Butyl-10-hydroxytricyclo[4.2.1.1(2,5)]decan-9-one",605,609,,C14H22O2,222
20200803_0949_blob_814_,1969.014085,"Anthacene, 1,2,3,4,6,7,8,9-octahydro-2,2,5-trimethyl-",605,639,,C17H24,228
20200803_0949_blob_1134_,2386.554622,"[2-(5-Hydroxypent-2-ynyl)-3-oxocyclopentyl]thioacetic acid, S-t-butyl ester",605,671,,C16H24O3S,296
20200803_1535_blob_1081_,2019.847328,"9-Desoxo-9-x-acetoxy-3,8,12-tri-O-acetylingol",604,629,,C28H40O10,536
20200803_1535_blob_1162_,1775.949367,"Tridecanoic acid, TMS derivative",603,777,1750,C16H34O2Si,286
20200803_1535_blob_1112_,2047.328244,"6,7-Dimethylthieno[2,3-b]quinolin-3-ylamine",602,705,,C13H12N2S,228
20200803_0949_blob_1458_,1783.544304,"1,2-Longidione",602,684,,C15H22O2,234
20200803_1535_blob_966_,1936.111111,"3-Hydroxy-4-decenoic acid, 9-(tetrahydropyran-2-yl)oxy-, 2-(trimethylsilyl)ethyl ester",600,619,,C20H38O5Si,386
20200803_0949_blob_794_,2167.692308,"Methyl 1,2-diphenyl-3-hydroxy-cyclopropene-3-carboxylate",600,803,,C17H14O3,266
20200803_0949_blob_856_,2231.932773,"9-Octadecenoic acid, (2-phenyl-1,3-dioxolan-4-yl)methyl ester, trans-",600,610,,C28H44O4,444
20200803_1535_blob_804_,2200,"2,7-Diphenyl-1,6-dioxopyridazino[4,5:2',3']pyrrolo[4',5'-d]pyridazine",599,611,,C20H13N5O2,355
20200803_0949_blob_1238_,2305.882353,"1-Oxaspiro[4.5]decan-3-carboxylic acid, 2-oxo-4-cyano-, ethyl ester",599,632,,C13H17NO4,251
20200803_0949_blob_1271_,2206.722689,Azafrin,599,599,,C27H38O4,426
20200803_0949_blob_1481_,1702.531646,Citronellol epoxide (R or S),599,665,,C10H20O2,172
20200803_0949_blob_1115_,2292.436975,"Phthalazine-1,4(2H,3H)-dione, 2-(2-bromophenyl)-",598,713,,C14H9BrN2O2,316
20200803_0949_blob_704_,2093.846154,"3-Hydroxy-2,5,5,8a-tetramethyl-3,4,4a,5,6,7,8,8a-octahydronaphthalene-1-carboxylic acid, 2-trimethylsilylethyl ester",597,605,,C20H36O3Si,352
20200803_0949_blob_1322_,2529.090909,Dicyclooctanopyridazine,596,635,,C16H24N2,244
20200803_1535_blob_9_,1900,"1H-isoindole-1,3(2H)-dione, 2-(5-acetyl-8-methoxy-1-naphthalenyl)-",595,687,,C21H15NO4,345
20200803_1535_blob_752_,1840.277778,2-(Methylthio)phenyl isothiocyanate,595,798,,C8H7NS2,181
20200803_0949_blob_1214_,1940.84507,"?§-D-Galactopyranose, 6-O-(trimethylsilyl)-, cyclic 1,2:3,4-bis(butylboronate)",595,642,,C17H34B2O6Si,384
20200803_1535_blob_1077_,1887.5,Dasycarpidol,594,600,,C17H22N2O,270
20200803_0949_blob_1048_,1721.518987,"3,3a-Epoxydicyclopenta[a,d]cyclooctan-4??-ol, 9,10a-dimethyl-6-methylene-3??-isopropyl-",594,608,,C20H32O2,304
20200803_0949_blob_1177_,2166.153846,"1-Octanol, 3-(2-methoxyethyl)-, TMS derivative",594,676,,C14H32O2Si,260
20200803_0949_blob_998_,2138.461538,"[1-(3,3-Dimethyloxiran-2-ylmethyl)-3,7-dimethylocta-2,6-dienyl]trimethylsilane",591,633,,C18H34OSi,294
20200803_0949_blob_1195_,2013.846154,"4a,10a-Methanophenanthren-9??-ol, 11-syn-bromo-1,2,3,4,4a,9,10,10a-octahydro-",591,621,,C15H17BrO,292
20200803_0949_blob_988_oil,2784.466019,"Glycine, N-[(3?§,5??)-24-oxo-3-[(trimethylsilyl)oxy]cholan-24-yl]-, methyl ester",590,622,,C30H53NO4Si,519
20200803_1535_blob_1140_,1698.734177,"[(4-Hexylbenzene-1,3-diyl)bis(oxy)]bis(trimethylsilane)",585,719,,C18H34O2Si2,338
20200803_0949_blob_1733_,2084.615385,"2-Methyl-E,E-3,13-octadecadien-1-ol",584,627,,C19H36O,280
20200803_1535_blob_1196_,1543.502825,"Butanamide, 3-(2-methylpropinonylhydrazono)-N-ethyl-",583,607,,C10H19N3O2,213
20200803_0949_blob_1571_,2300.840336,"8-Acetyl-5,5-dimethyl-nona-2,3,8-trienoic acid, methyl ester",583,623,,C14H20O3,236
20200803_1535_blob_1434_,2915.463918,"Propanoic acid, 2-(3-acetoxy-4,4,14-trimethylandrost-8-en-17-yl)-",580,586,,C27H42O4,430
20200803_0949_blob_816_,2278.991597,"1H-2,8a-Methanocyclopenta[a]cyclopropa[e]cyclodecen-11-one, 1a,2,5,5a,6,9,10,10a-octahydro-5,5a,6-trihydroxy-1,4-bis(hydroxymethyl)-1,7,9-trimethyl-, [1S-(1?§,1a?§,2?§,5??,5a??,6??,8a?§,9?§,10a?§)]-",580,595,,C20H28O6,364
20200803_0949_blob_1243_,1750.632911,"?§-D-Galactopyranose, 6-O-(trimethylsilyl)-, cyclic 1,2:3,4-bis(methylboronate)",577,600,,C11H22B2O6Si,300
20200803_0949_blob_1385_,1881.690141,"dl-2,6-Diaminoheptanedioic acid",576,631,,C7H14N2O4,190
20200803_0949_blob_863_,1894.366197,"6,7-Dimethylthieno[2,3-b]quinolin-3-ylamine",575,652,,C13H12N2S,228
20200803_0949_blob_1161_,2346.218487,"1-Naphthalenepentanoic acid, 1,4,4a,5,6,7,8,8a-octahydro-??,2,5,5,8a-pentamethyl-, methyl ester, [1S-[1?§(R*),4a??,8a?§]]-",575,608,,C21H36O2,320
20200803_0949_blob_829_,1857.746479,"Octasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15-hexadecamethyl-",574,669,,C16H50O7Si8,578
20200803_0949_blob_1355_,1679.746835,"Ethanol, 2-(methylamino)-, N-trifluoroacetyl, O-(tert-butyldimethylsilyl)",573,629,,C11H22F3NO2Si,285
20200803_0949_blob_1526_,2242.016807,"4-Nitro-1,3-phenylenediamine, N1,N3-bis(tert-butyldimethylsilyl)-",573,628,,C18H35N3O2Si2,381
20200803_0949_blob_1956_,2187.692308,2-Bromo-3-methylnaphthoquinone,573,653,,C11H7BrO2,250
20200803_0949_blob_1220_,2619.417476,"1-Oxaspiro[2.5]octane, 5,5-dimethyl-4-(3-methyl-1,3-butadienyl)-",572,654,,C14H22O,206
20200803_0949_blob_1025_,1669.620253,"10-Undecen-1-ol, TMS derivative",571,677,,C14H30OSi,242
20200803_0949_blob_2201_,1389.083926,"2,3-Butanediol, O-(trimethylsilyl)-, monoacetate",569,740,,C9H20O3Si,204
20200803_0949_blob_1071_,2130.769231,"(E)-1,2-Cyclopentanedicarboxylic acid, 3,3-dimethyl -4-trimethylsilylmethylene-, diethyl ester",568,604,,C17H30O4Si,326
20200803_1535_blob_1408_,1748.101266,"Propanoic acid, 2-(3-acetoxy-4,4,14-trimethylandrost-8-en-17-yl)-",567,569,,C27H42O4,430
20200803_0949_blob_1360_,1746.835443,"10,12-Docosadiynedioic acid, 2TMS derivative",567,583,,C28H50O4Si2,506
20200803_1535_blob_1301_,1818.055556,"Benz[e]azulene-3,8-dione, 5-[(acetyloxy)methyl]-3a,4,6a,7,9,10,10a,10b-octahydro-10a-hydroxy-3a-methoxy-2,10-dimethyl-, [3aR-(3a?§,6a?§,10??,10a??,10b??)]-",565,572,,C20H26O6,362
20200803_0949_blob_1295_,2474.545455,"Cyclobuta[a]dibenzo[c,f]cycloheptadien-1-ol-7-one",561,569,,C17H14O2,250
20200803_0949_blob_1763_,2107.692308,"4,6,2',6'-Tetramethyl-biphenyl-2,4'-diamine",559,596,,C16H20N2,240
20200803_0949_blob_1677_,2218.487395,"4,6-Bis(t-butyl)-2-(dimethylbenzyl)phenol",555,576,,C23H32O,324
20200803_0949_blob_1375_,1569.318182,"t-Butyl-[2-(2,2-dimethyl-6-methylene-cyclohexylmethyl)-cyclopropoxy]-dimethyl-silane",552,604,,C19H36OSi,308
20200803_0949_blob_1650_,1784.810127,"Androst-5-ene-17-carbonitrile, 4-acetoxy-17-hydroxy-",550,557,,C22H31NO3,357
20200803_0949_blob_1520_,2307.563025,"5,7,9(11)-Androstatriene, 3-hydroxy-17-oxo-",548,587,,C19H24O2,284
20200803_0949_blob_2202_,2129.230769,"Cyclopenta[b]pyrrolo[3,4-d]pyridine-1,3(2H,6H)-dione, 7,8-dihydro-4-amino-",538,649,,C10H9N3O2,203
20200803_1535_blob_754_,1895.833333,"4-[7-Acetoxy-2,2-dimethyl-3a-(2-oxo-ethyl)-tetrahydro-[1,3]dioxolo[4,5-c]pyran-6-yl]-3-methyl-but-2-enoic acid, methyl ester",537,561,,C18H26O8,370
20200803_0949_blob_1558_,2554.545455,9-Methylcorticosterone,526,553,,C22H32O4,360
20200803_0949_blob_1465_,1621.518987,1-Phenyl-1-(trimethylsilyloxy)ethylene,525,653,,C11H16OSi,192
20200803_0949_blob_2052_,1669.620253,"2,4-Hexanedione, 1,1,1-trifluoro-5,5-dimethyl-",510,612,,C8H11F3O2,196
20200803_0949_blob_1860_,1307.819815,"2-Aminoethanol, N-(trifluoroacetyl)-, tert-butyldimethylsilyl ether",399,416,,C10H20F3NO2Si,271
