"","cpnd","dates","slope","r2","RT1","RT2","Retention_index","d_alkane_RTI","Func_group_cat","Formula","Mass","inverse_slope"
"547","mannosan",2018-12-19,0.0350182886636256,0.97854043753101,42.30480379,0.85796911,1706,1706.097561,"Sugar",NA,NA,28.5565068471985
"548","maltol",2018-12-19,0.0500222736338653,0.479093420102499,28.33071505,1.09740235,1316,1316.427025,"Alcohol",NA,NA,19.9910945136048
"549","lupeol",2018-12-19,0.00164542953361519,0.987306791831918,81.21902366,1.03754404,3483,3483.516484,"Misc",NA,NA,607.744044682905
"550","linoleic Acid, TMS",2018-12-19,0.00139196215506731,0.955899838564843,57.11657633,0.69834695,2245,2245.16129,"Acid",NA,NA,718.410336343983
"551","levoglucosan",2018-12-19,0.0138534685277835,0.997700851847767,42.95210491,0.847992725,1726,1726.829268,"Sugar",NA,NA,72.1840886269364
"552","ketopinic acid",2018-12-19,0.0137128724229896,0.995840090908614,36.55524684,1.326859205,1530,1530.054645,"Acid",NA,NA,72.9241816851954
"553","isopimaric acid",2018-12-19,0.000501232376710268,0.973055871893063,60.42923497,0.867945495,2385,2385.483871,"Acid",NA,NA,1995.08261330461
"554","isoeugenol",2018-12-19,0.0555044971589412,0.93272688713376,38.68753286,0.77815803,1591,1591.256831,"Alcohol",NA,NA,18.0165581382789
"555","ionone",2018-12-19,0.0543547098055531,0.996018496704628,33.73758317,1.33683559,1449,1449.180328,"Ketone",NA,NA,18.3976697433832
"556","hydroquinone",2018-12-19,0.00453850777557482,0.917538905272229,32.74759324,0.728276105,1420,1420.765027,"Benz",NA,NA,220.336738295738
"557","homosalate, TMS",2018-12-19,0.00040064047023971,0.983885166356999,52.31893278,0.927803805,2054,2054.814815,"Misc",NA,NA,2496.00346016388
"558","hexadecanol, TMS",2018-12-19,0.000370891599984757,0.985590293305228,50.60548866,0.528748405,1989,1989.261745,"Alcohol",NA,NA,2696.20557607963
"559","hexadecanamide",2018-12-19,0.00214856699147764,0.944803881481774,56.35504561,1.227095355,2212,2212.903226,"Amide",NA,NA,465.426493084242
"560","gamma dodecalactone",2018-12-19,0.00117415774455742,0.982888957483652,42.4190334,1.89551315,1709,1709.756098,"Sugar","C12H22O2",NA,851.674321133855
"561","galactosan",2018-12-19,0.0458000363307475,0.999658601394814,41.61942614,0.83801634,1684,1684.146341,"Sugar","C15H34O5Si3",NA,21.8340438155648
"562","erythreitol",2018-12-19,0.00641808310112855,0.998206942939177,36.51717031,0.53872479,1528,1528.961749,"Alcohol",NA,NA,155.809761924734
"563","eicosanol, TMS",2018-12-19,0.000643138925743623,0.97270832017811,60.54346457,0.548701175,2390,2390.322581,"Alcohol","C23H50OSi",NA,1554.87400928774
"564","dodecyl benzene",2018-12-19,0.000567952311316814,0.984492084062032,48.66358532,0.61853587,1920,1920.805369,"Benz","C18H30",NA,1760.71120774466
"565","dimethyl Glutaric Acid, TMS",2018-12-19,0.0202076725764871,0.99535102033853,34.00411893,0.89787465,1456,1456.830601,"Acid","C13H28O4Si2",NA,49.4861541434297
"566","dibenz(ah)anthracene",2018-12-19,0.00146815737521653,0.953484037593742,77.79213542,1.51641052,3280,3280.45977,"PAH","C22H14",NA,681.125890780284
"567","deoxycholic Acid",2018-12-19,0.00804292411270827,0.951823351608779,78.89635496,0.967709345,3347,3347.126437,"Acid","C33H64O4Si3",NA,124.332890126359
"568","cycloisolongifolene",2018-12-19,0.0286961016879024,0.988943239927187,30.04415917,0.648465025,1355,1355.197993,"Sesq","C15H24",NA,34.8479389596523
"569","citronellol",2018-12-19,0.018092312112304,0.958519590316713,29.32070499,0.528748405,1338,1338.828029,"Alcohol","C13H28OSi",NA,55.2720953404253
"570","cis-Vaccenic Acid, TMS",2018-12-19,0.00106904803567811,0.956008148312253,57.45926515,0.688370565,2259,2259.677419,"Acid","C21H42O2Si",NA,935.411662176326
"571","chrysene",2018-12-19,0.000622516126293774,0.964552236273093,63.627664,1.29693005,2531,2531.578947,"PAH","C18H12",NA,1606.38408831852
"572","cholesterol",2018-12-19,0.000795409211007696,0.995952697293082,76.6117628,0.83801634,3209,3209.195402,"Alcohol","C30H54OSi",NA,1257.21450815626
"573","bisabolol",2018-12-19,0.0372685560241156,0.996798541371713,44.3228602,0.55867756,1770,1770.731707,"Alcohol","C18H34OSi",NA,26.832271133685
"574","beta-sitosterol",2018-12-19,0.00195924914364561,0.991947641587585,79.8863449,0.867945495,3406,3406.593407,"Alcohol","C32H58OSi",NA,510.399610607605
"575","beta-nocaryophyllonic acid, TMS",2018-12-19,0.00205289776424325,0.93601245271807,50.49125905,1.725914605,1985,1985.234899,"Acid",NA,NA,487.116317927612
"576","beta-nocaryophyllone aldehyde",2018-12-19,0.00727432065407645,0.893957573067137,43.90401831,0.269362395,1757,1757.317073,"Aldehyde",NA,NA,137.469881732476
"577","beta-nocaryophyllinic acid, TMS",2018-12-19,0.000133882452773259,0.883578884585729,54.18468305,1.247048125,2127,2127.407407,"Acid",NA,NA,7469.23871863616
"578","beta-caryophyllonic acid, TMS",2018-12-19,0.000643231977272514,0.949778815221259,48.96819761,1.326859205,1931,1931.543624,"Acid",NA,NA,1554.64907736752
"579","beta-caryophyllinic acid, TMS",2018-12-19,0.00116853096155992,0.942674397767638,52.47123893,0.927803805,2060,2060.740741,"Acid",NA,NA,855.775356320094
"580","beta-caryophyllene aldehyde",2018-12-19,0.00453126134490667,0.926492716718016,42.60941608,1.965347845,1715,1715.853659,"Aldehyde",NA,NA,220.689102632326
"581","benzophenone",2018-12-19,0.00138738891440871,0.99554054560566,41.01020157,1.17721343,1664,1664.634146,"PAH",NA,NA,720.778427457879
"582","anthraquinone",2018-12-19,0.000893084880913315,0.967204333932418,51.36701938,1.446575825,2017,2017.777778,"PAH",NA,NA,1119.71439822982
"583","abietic acid",2018-12-19,0.00076168770395889,0.93671526773509,62.2569087,0.83801634,2468,2468.421053,"Acid",NA,NA,1312.87402278188
"584","a-Amyrin",2018-12-19,0.000883324688812031,0.975989411898724,81.14287059,1.05749681,3479,3479.120879,"PAH","C33H58OSi",NA,1132.08655058072
"585","Me-OH-glutatric acid",2018-12-19,0.00464207909473646,0.947850893777104,39.71559934,0.828039955,1623,1623.170732,"Acid","C15H34O5",NA,215.420715500922
"586","MBTCA",2018-12-19,0.000429692976710422,0.955164133959324,44.51324288,0.97768573,1776,1776.829268,"Acid","C17H36O6Si3",NA,2327.24306470086
"587","FAME18 (Methyl Stearate)",2018-12-19,0.000556032640058392,0.967420095180561,55.06044338,0.71829972,2161,2161.481481,"Acid","C19H38O2",NA,1798.45557249119
"588","FAME16 (Methyl Palmitate)",2018-12-19,0.000536780642780096,0.979653400710277,49.69165179,0.728276105,1957,1957.04698,"Acid","C17H34O2",NA,1862.95838616832
"589","DEET",2018-12-19,0.00181621901902196,0.993436789724329,38.99214515,1.785772915,1600,1600,"Amide","C12H17NO",NA,550.594388411649
"590","C9 acid",2018-12-19,0.0305790069601456,0.918460074250662,31.22453179,0.688370565,1381,1381.906882,"Acid","C12H26O2Si",NA,32.7021737920831
"591","C9 Diacid (azelaic acid)",2018-12-19,0.000398579899706768,0.968613569517551,45.88399818,0.947756575,1822,1822.818792,"Acid","C15H32O4Si2",NA,2508.90724980284
"592","C28 acid",2018-12-19,0.00206824689454892,0.971406530757335,77.9825181,0.73825249,3291,3291.954023,"Acid",NA,NA,483.501269909122
"593","C26 acid",2018-12-19,0.0017042515972537,0.969051097472935,74.47947678,0.71829972,3088,3088.172043,"Acid",NA,NA,586.767823255346
"594","C24 acid",2018-12-19,0.00116613832139323,0.966714120935611,70.78605278,0.69834695,2886,2886.868687,"Acid",NA,NA,857.531205050585
"595","C22 acid",2018-12-19,0.00095170920931491,0.96715637796534,66.82609303,0.688370565,2684,2684.90566,"Acid",NA,NA,1050.74111946427
"596","C18 Acid",2018-12-19,0.000181900890768059,0.98444111810846,57.95426012,0.69834695,2280,2280.645161,"Acid",NA,NA,5497.4991918819
"597","C17 acid",2018-12-19,0.00111637987454923,0.962321690443182,55.47928528,0.668417795,2177,2177.777778,"Acid",NA,NA,895.752443050602
"598","C16 Acid",2018-12-19,0.000182803147416003,0.903481917320475,52.92815736,0.688370565,2078,2078.518519,"Acid",NA,NA,5470.36533087865
"599","C14 Diacid",2018-12-19,0.000861782664186555,0.92235224265953,58.83002045,0.887898265,2317,2317.741935,"Acid",NA,NA,1160.38537505731
"600","C13 acid",2018-12-19,0.000592532174640301,0.978204475485708,44.51324288,0.688370565,1776,1776.829268,"Acid",NA,NA,1687.67206710261
"601","C12 diacid",2018-12-19,0.000596613453800401,0.943680308647888,53.99430037,0.907851035,2120,2120,"Acid",NA,NA,1676.12713664106
"602","C10 diacid (sebacic acid)",2018-12-19,0.000420307148435303,0.970930557202083,48.70166185,0.93778019,1922,1922.147651,"Acid",NA,NA,2379.21244909288
"603","C10 carboxylic acid",2018-12-19,0.0158721035477984,0.556914665605948,34.80372618,0.688370565,1479,1479.781421,"Acid",NA,NA,63.0036212269236
"604","C35",2018-12-19,0.000695965826978696,0.908019975078725,82.6278555,0.71829972,3564,3564.835165,"Alkane",NA,NA,1436.85215744165
"605","C33",2018-12-19,0.00113653177907547,0.990675597078926,79.16289072,0.63848864,3363,3363.218391,"Alkane",NA,NA,879.869809547661
"606","C32",2018-12-19,0.00105464325844968,0.989307229497719,77.44944659,0.628512255,3259,3259.770115,"Alkane",NA,NA,948.187922302749
"607","C31",2018-12-19,0.00095939572818037,0.983573465304881,75.73600247,0.61853587,3159,3159.139785,"Alkane",NA,NA,1042.32275652993
"608","C30",2018-12-19,0.000924430232531555,0.984698241943368,73.94640527,0.5985831,3058,3058.064516,"Alkane",NA,NA,1081.74739943489
"609","C29",2018-12-19,0.000880977267648649,0.983003645719493,72.08065501,0.588606715,2955,2955.555556,"Alkane",NA,NA,1135.10306874209
"610","C28",2018-12-19,0.000745563361266526,0.982297419679537,70.13875167,0.57863033,2852,2852.525253,"Alkane",NA,NA,1341.26762653847
"611","C27",2018-12-19,0.000776095573817203,0.977453465933181,68.15877179,0.568653945,2750,2750.943396,"Alkane",NA,NA,1288.50109926736
"612","C26",2018-12-19,0.000767970370354064,0.976545048900795,66.10263884,0.568653945,2649,2649.056604,"Alkane",NA,NA,1302.13356999563
"613","C25",2018-12-19,0.000613262089488688,0.97586166159633,63.93227628,0.55867756,2545,2545.614035,"Alkane",NA,NA,1630.62419337507
"614","C24",2018-12-19,0.000497890183628896,0.981982858451822,61.72383719,0.548701175,2443,2443.859649,"Alkane",NA,NA,2008.47502698578
"615","C23",2018-12-19,0.000471941207596573,0.976786452339144,59.40116849,0.548701175,2341,2341.935484,"Alkane",NA,NA,2118.90799935153
"616","C22",2018-12-19,0.000434876505660367,0.979982476090688,56.96427018,0.53872479,2238,2238.709677,"Alkane",NA,NA,2299.50339230555
"617","C21",2018-12-19,0.000415693250894463,0.984849561015631,54.4512188,0.51877202,2137,2137.777778,"Alkane",NA,NA,2405.62000428985
"618","C20",2018-12-19,0.000478007944608817,0.991700740391014,51.78586128,0.51877202,2034,2034.074074,"Alkane",NA,NA,2092.01543881945
"619","C19",2018-12-19,0.000495584623113249,0.989245008033368,49.04435068,0.508795635,1934,1934.228188,"Alkane",NA,NA,2017.81886152566
"620","C17",2018-12-19,0.00147713409656185,0.993531981950047,43.06633451,0.488842865,1730,1730.487805,"Alkane",NA,NA,676.986606921865
"621","C16",2018-12-19,0.00586222133811761,0.99266246399022,39.82982895,0.488842865,1626,1626.829268,"Alkane",NA,NA,170.583801313975
"622","9H-Florenone",2018-12-19,0.00028196621582974,0.87809368163207,44.55131942,1.386717515,1778,1778.04878,"Ketone",NA,NA,3546.52417154767
"623","4-nitrocatechol",2018-12-19,0.00102625171390038,0.935823880334864,44.28478367,1.566292445,1769,1769.512195,"Cat",NA,NA,974.419809930831
"624","4-hydroxybenzoic acid",2018-12-19,0.00325115998837688,0.999683459634478,40.59135967,0.887898265,1651,1651.219512,"Acid",NA,NA,307.582525490923
"625","4, 4 dimethoxy-benzophenone",2018-12-19,0.00110328200900651,0.948123352117069,58.25887241,1.446575825,2293,2293.548387,"Ketone",NA,NA,906.38657372877
"626","3-5-dimethoxyphenol",2018-12-19,0.00287800759815795,0.955782405616874,36.4029407,0.87792188,1525,1525.68306,"Alcohol",NA,NA,347.462599000796
"627","16-OH C16 Acid, TMS",2018-12-19,0.000940589314002965,0.957593526522249,61.4192249,0.688370565,2429,2429.824561,"Acid",NA,NA,1063.16325851523
"628","12-OH C18 Acid, TMS",2018-12-19,0.00106476742506155,0.984454068810746,62.29498523,0.69834695,2470,2470.175439,"Acid",NA,NA,939.172232792713
